"Order ID","Order Date","Unit Cost","Price","Order Qty","Cost of Sales","Sales","Profit","Channel","Promotion Name","Product Name","Manufacturer","Product Sub Category","Product Category","Region","City","Country"
"11567","4/10/2023","26.070061410145","219","27","703.89165807392","5781.6","5077.7083419261","Online","European Back-to-Scholl Promotion","Contoso DVD Recorder L240 Gold","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","Europe","Paris","France"
"11566","6/7/2022","18.020115592924","129","15","270.30173389386","1935","1664.6982661061","Online","No Discount","A. Datum Compact Digital Camera M200 Azure","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","North Harford","United States"
"11565","6/2/2023","146.06895663862","679","20","2921.3791327725","13580","10658.620867228","Online","No Discount","Proseware LCD22W M2001 Black","Proseware, Inc.","Monitors","Computers","North America","Seattle","United States"
"11564","12/3/2023","250.60511941031","293","18","4510.8921493856","5215.4","704.50785061436","Online","Asian Spring Promotion","Contoso Touch Screen Phones SAW/On-wall M806 Black","Contoso, Ltd","Touch Screen Phones ","Cell phones","Asia","Beijing","China"
"11563","6/2/2022","4.2460928893382","22.99","10","42.460928893382","229.9","187.43907110662","Catalog","No Discount","Contoso Expandable Cordless Phone System M008 White","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Orange","United States"
"11562","4/9/2022","50.489178951363","69","4","201.95671580545","262.2","60.243284194547","Reseller","European Back-to-Scholl Promotion","SV 8xDVD E100 Black","Southridge Video","VCD & DVD","TV and Video","Europe","Bucharest","Romania"
"11561","4/29/2023","125.42385395723","228","12","1505.0862474867","2736","1230.9137525133","Phone","North America Back-to-School Promotion","Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","New Haven","United States"
"11560","5/6/2023","225.12663904345","645","12","2701.5196685214","7482","4780.4803314786","In-store","North America Back-to-School Promotion","Fabrikam SLR Camera X147 Silver","Fabrikam, Inc.","Digital SLR Cameras","Cameras and camcorders ","North America","Fort Worth","United States"
"11559","2/19/2024","88.595940960017","382.95","12","1063.1512915202","4595.4","3532.2487084798","Online","No Discount","Proseware Laptop12 M210 White","Proseware, Inc.","Laptops","Computers","Asia","Beijing","China"
"11558","4/11/2022","251.32996813459","319","9","2261.9697132113","2775.3","513.3302867887","Catalog","European Back-to-Scholl Promotion","SV Car Video TFT7 M7002 Silver","Southridge Video","Car Video","TV and Video","Europe","Torino","Italy"
"11557","11/22/2021","135.22782542064","219.95","15","2028.4173813095","3299.25","1270.8326186905","Reseller","No Discount","WWI Desktop PC1.60 E1600 Red","Wide World Importers","Desktops","Computers","North America","Annapolis","United States"
"11556","8/28/2023","91.787206380905","269.9","18","1652.1697148563","4844.705","3192.5352851437","Phone","North America Spring Promotion","Litware Home Theater System 2.1 Channel E211 Silver","Litware, Inc.","Home Theater System","TV and Video","North America","Bethesda","United States"
"11555","9/26/2021","3.5615513583797","9.99","4","14.246205433519","33.966","19.719794566481","In-store","Asian Spring Promotion","SV DVD 38 DVD Storage Binder E25 Black","Southridge Video","Movie DVD","Music, Movies and Audio Books","Asia","Tokyo","Japan"
"11554","9/9/2021","294.63468259894","632","8","2357.0774607915","4929.6","2572.5225392085","Online","European Holiday Promotion","Contoso SLR Camera X145 Pink","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","Europe","Dublin","Ireland"
"11553","7/24/2022","17.91486867247","68","13","232.89329274211","829.6","596.70670725789","Catalog","North America Holiday Promotion","Contoso Lens Adapter M450 White","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","North America","Falmouth","United States"
"11552","3/6/2023","354.69803739043","588","12","4256.3764486852","6997.2","2740.8235513148","Reseller","North America Back-to-School Promotion","A. Datum SLR Camera 35"" X358 Gold","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","North America","North Harford","United States"
"11551","6/8/2022","45.216151340725","186.9","8","361.7292107258","1420.44","1058.7107892742","Phone","European Holiday Promotion","A. Datum Bridge Digital Camera M300 Pink","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Europe","Munich","Germany"
"11550","10/8/2022","221.88386537813","799","9","1996.9547884032","6551.8","4554.8452115968","In-store","Asian Spring Promotion","Litware Home Theater System 7.1 Channel M710 Silver","Litware, Inc.","Home Theater System","TV and Video","Asia","Beijing","China"
"11549","6/13/2024","7.3232429814464","229","10","73.232429814464","2290","2216.7675701855","Online","No Discount","Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey","Proseware, Inc.","Printers, Scanners & Fax","Computers","Asia","Kolkata","India"
"11548","2/26/2023","140.10776844125","160","12","1681.293221295","1920","238.70677870501","Catalog","No Discount","Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","Asia","Islamabad","Pakistan"
"11547","12/20/2021","23.324638351861","26.99","24","559.79132044466","636.964","77.172679555345","Reseller","Asian Summer Promotion","Contoso KSU-less key system M38 White","Contoso, Ltd","Home & Office Phones","Cell phones","Asia","Beijing","China"
"11546","12/9/2022","300.35827086586","699","10","3003.5827086586","6990","3986.4172913414","Phone","No Discount","Adventure Works Laptop15 M1501 White","Adventure Works","Laptops","Computers","North America","Nantucket","United States"
"11545","11/3/2022","175.3102990982","402","9","1577.7926918838","3537.6","1959.8073081162","In-store","Asian Spring Promotion","The Phone Company PDA Phone 4.7 inches L360 White","The Phone Company","Smart phones & PDAs ","Cell phones","Asia","Osaka","Japan"
"11544","7/7/2023","118.79896953888","290","13","1544.3866040055","3712","2167.6133959945","Online","North America Holiday Promotion","A. Datum Super-zoom Digital Camera X300 Azure","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Rochester","United States"
"11543","5/31/2024","12.16946611487","258","10","121.6946611487","2580","2458.3053388513","Catalog","No Discount","Contoso Touch Screen Phones 5-Wire/On-wall M508 Black","Contoso, Ltd","Touch Screen Phones ","Cell phones","North America","Bethesda","United States"
"11542","1/8/2024","9.0451114030796","13.89","12","108.54133683696","161.124","52.582663163044","Reseller","Asian Summer Promotion","Contoso DVD 58 DVD Storage Binder M55 Black","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","Asia","Nagoya","Japan"
"11541","12/23/2021","6.5446156715798","14.99","100","654.46156715798","1499","844.53843284202","Phone","No Discount","Contoso Rubberized Skin BlackBerry E100 Black","Contoso, Ltd","Cell phones Accessories","Cell phones","North America","Fall City","United States"
"11540","8/15/2023","59.383825584264","200","13","771.98973259543","2510","1738.0102674046","In-store","Asian Holiday Promotion","A. Datum Rangefinder Digital Camera X200 Green","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Asia","Beijing","China"
"11539","3/29/2024","149.26960257479","186.9","9","1343.4264231731","1682.1","338.67357682693","Online","European Back-to-Scholl Promotion","A. Datum Bridge Digital Camera M300 Azure","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Europe","Glasgow","United Kingdom"
"11538","5/9/2024","4.7453390984383","119.99","18","85.41610377189","2111.824","2026.4078962281","In-store","European Back-to-Scholl Promotion","Adventure Works 13"" Color TV E25 Silver","Adventure Works","Televisions","TV and Video","Europe","Berlin","Germany"
"11537","12/28/2023","27.870252590654","165","20","557.40505181307","3300","2742.5949481869","Reseller","No Discount","Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","North America","New Castle","United States"
"11536","2/5/2023","10.249772837481","13.89","12","122.99727404978","162.513","39.515725950223","Reseller","Asian Summer Promotion","Contoso DVD 58 DVD Storage Binder M55 Silver","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","Asia","New Delhi","India"
"11535","6/12/2022","39.801870663337","139","5","199.00935331669","695","495.99064668331","Reseller","No Discount","Contoso Screen 85in E085 Silver","Contoso, Ltd","Projectors & Screens","Computers","North America","Denton","United States"
"11534","10/18/2021","2.5034262259745","25.5","4","10.013704903898","102","91.986295096102","Reseller","North America Spring Promotion","Contoso Home/Office Laptop Power Adapter E300 White","Contoso, Ltd","Computers Accessories","Computers","North America","Litchfield County","United States"
"11533","7/7/2022","523.10332726989","655","13","6800.3432545085","7991","1190.6567454915","Reseller","North America Holiday Promotion","Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","North America","Houston","United States"
"11532","3/27/2022","129.25141321482","139","6","775.50847928891","792.3","16.791520711087","Reseller","North America Back-to-School Promotion","Contoso Screen 85in E085 Silver","Contoso, Ltd","Projectors & Screens","Computers","North America","North Harford","United States"
"11531","1/11/2022","216.44650145039","219","5","1082.2325072519","1095","12.767492748074","Reseller","No Discount","SV Car Video AM/FM E1001 Black","Southridge Video","Car Video","TV and Video","North America","Fort Worth","United States"
"11530","4/27/2024","57.344177218178","566","9","516.0975949636","4924.2","4408.1024050364","In-store","European Back-to-Scholl Promotion","Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Europe","Saint Petersburg","Russia"
"11529","12/24/2022","4.9335146295008","16.5","10","49.335146295008","165","115.66485370499","In-store","No Discount","Contoso Laptop Starter Bundle M200 White","Contoso, Ltd","Computers Accessories","Computers","North America","Kennewick","United States"
"11528","9/12/2021","145.64936789989","219.95","12","1747.7924147986","2639.4","891.60758520136","In-store","European Holiday Promotion","WWI Desktop PC1.60 E1600 White","Wide World Importers","Desktops","Computers","Europe","Carlisle","United Kingdom"
"11527","4/6/2024","0.71074436516668","16.9","24","17.057864764","405.6","388.542135236","In-store","North America Back-to-School Promotion","Contoso USB Data Link-direct connect adapter E600 Black","Contoso, Ltd","Computers Accessories","Computers","North America","Bethesda","United States"
"11526","8/23/2023","12.679038302498","17.99","13","164.82749793248","231.1715","66.344002067524","In-store","Asian Holiday Promotion","SV DVD 48 DVD Storage Binder M50 Silver","Southridge Video","Movie DVD","Music, Movies and Audio Books","Asia","Canberra","Australia"
"11525","8/22/2021","72.807734761498","79","6","436.84640856899","438.45","1.6035914310137","In-store","Asian Holiday Promotion","Proseware Fax Machine E100 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","Asia","Tokyo","Japan"
"11524","2/24/2024","6.1353507720618","290","6","36.812104632371","1624","1587.1878953676","In-store","North America Back-to-School Promotion","A. Datum Super-zoom Digital Camera X300 Orange","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Redmond","United States"
"11523","11/3/2022","230.74760354535","559","24","5537.9424850883","13337.74","7799.7975149117","In-store","European Spring Promotion","WWI Desktop PC2.30 M2300 Silver","Wide World Importers","Desktops","Computers","Europe","Paris","France"
"11522","11/1/2022","8.1414196729947","59.99","9","73.272777056952","491.918","418.64522294305","In-store","Asian Spring Promotion","Contoso 4G MP3 Player E400 Green","Contoso, Ltd","MP4&MP3","Audio","Asia","Shanghai","China"
"11521","5/27/2024","675.53370022869","1099.99","10","6755.3370022869","10999.9","4244.5629977131","In-store","No Discount","Adventure Works 37"" 1080p LCD HDTV M150W White","Adventure Works","Televisions","TV and Video","Asia","Shanghai","China"
"11520","7/7/2022","51.180702069704","66","6","307.08421241822","343.2","36.115787581778","In-store","North America Holiday Promotion","SV 8xDVD E140 Black","Southridge Video","VCD & DVD","TV and Video","North America","Ithaca","United States"
"11519","2/27/2022","102.17646369537","269.9","6","613.0587821722","1565.42","952.3612178278","Online","North America Back-to-School Promotion","Litware Home Theater System 2.1 Channel E211 Silver","Litware, Inc.","Home Theater System","TV and Video","North America","Spokane","United States"
"11518","9/9/2023","254.86216344668","310","9","2293.7594710201","2790","496.24052897989","Online","North America Spring Promotion","The Phone Company Smart phones Unlocked International M800 Pink","The Phone Company","Smart phones & PDAs ","Cell phones","North America","North Harford","United States"
"11517","6/7/2024","125.37751393705","758","8","1003.0201114964","5609.2","4606.1798885036","Online","European Holiday Promotion","Proseware Laptop15.4W M518 White","Proseware, Inc.","Laptops","Computers","Europe","Cheshire","United Kingdom"
"11516","8/12/2023","10.665270731469","15.5","13","138.6485195091","192.2","53.551480490904","Online","North America Holiday Promotion","Contoso USB Optical Mouse E200 Blue","Contoso, Ltd","Computers Accessories","Computers","North America","Seattle","United States"
"11515","7/23/2022","255.42727916555","299.9","12","3065.1273499866","3418.86","353.73265001341","Online","European Holiday Promotion","WWI Desktop PC1.80 E1802 White","Wide World Importers","Desktops","Computers","Europe","Paris","France"
"11514","2/15/2022","159.41444311629","268","24","3825.946634791","6378.4","2552.453365209","Online","North America Back-to-School Promotion","A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","North Harford","United States"
"11513","11/28/2023","275.59577355118","326","20","5511.9154710236","6520","1008.0845289764","Online","No Discount","Adventure Works Laptop8.9 E0890 Red","Adventure Works","Laptops","Computers","North America","Bayonne","United States"
"11512","8/26/2022","33.324432405982","59.99","9","299.91989165384","527.912","227.99210834616","Online","North America Spring Promotion","Contoso 4G MP3 Player E400 Green","Contoso, Ltd","MP4&MP3","Audio","North America","Fort Collins","United States"
"11511","11/6/2021","90.060201686843","290","12","1080.7224202421","3419.1","2338.3775797579","Online","European Spring Promotion","A. Datum Super-zoom Digital Camera X300 Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Europe","Paris","France"
"11510","9/17/2021","12.64991081964","13.89","9","113.84919737676","123.621","9.7718026232373","Online","North America Spring Promotion","SV DVD 58 DVD Storage Binder M55 Black","Southridge Video","Movie DVD","Music, Movies and Audio Books","North America","Oswego","United States"
"11509","2/4/2024","118.50617569095","231","12","1422.0741082914","2725.8","1303.7258917086","Online","Asian Summer Promotion","A. Datum Full Frame Digital Camera X300 Silver Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Asia","Bishkek","Kyrgyzstan"
"11508","1/21/2023","37.382910606367","646","10","373.82910606367","6460","6086.1708939363","Online","No Discount","Contoso SLR Camera X143 Grey","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","North America","Seattle","United States"
"11507","11/26/2022","16.024969266384","196","10","160.24969266384","1960","1799.7503073362","Online","No Discount","Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","North Harford","United States"
"11506","9/10/2021","81.291735959672","139","16","1300.6677753548","2224","923.33222464524","Online","North America Spring Promotion","Proseware Screen 85in E1010 Silver","Proseware, Inc.","Projectors & Screens","Computers","North America","North Harford","United States"
"11505","8/22/2021","127.01684655334","229.9","24","3048.40431728","5517.6","2469.19568272","Online","North America Spring Promotion","WWI Desktop PC1.80 E1800 Silver","Wide World Importers","Desktops","Computers","North America","North Harford","United States"
"11504","9/2/2021","13.296555102899","25","13","172.85521633769","310","137.14478366231","Online","Asian Holiday Promotion","Contoso USB Cable M250 Black","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","Asia","Beijing","China"
"11503","4/15/2022","170.66048910238","429","12","2047.9258692286","5019.3","2971.3741307714","Online","North America Back-to-School Promotion","Contoso Home Theater System 5.1 Channel M1500 White","Contoso, Ltd","Home Theater System","TV and Video","North America","Milwaukee","United States"
"11502","10/6/2023","2.5088303675819","4.74","360","903.17893232948","1705.926","802.74706767052","Online","North America Spring Promotion","Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White","Contoso, Ltd","Cell phones Accessories","Cell phones","North America","Round Rock","United States"
"11501","12/14/2022","498.25464392763","869","10","4982.5464392763","8690","3707.4535607237","Online","No Discount","SV Car Video LCD9.2W X9281 Black","Southridge Video","Car Video","TV and Video","Europe","Berlin","Germany"
"11500","6/6/2024","605.22428767839","1299","10","6052.2428767839","12990","6937.7571232161","Online","No Discount","Adventure Works Laptop19W X1980 Red","Adventure Works","Laptops","Computers","North America","Milwaukee","United States"
"11499","9/26/2022","18.70343446044","20.96","9","168.33091014396","184.448","16.117089856044","Online","North America Spring Promotion","Contoso Wireless Laser Mouse E50 Silver","Contoso, Ltd","Computers Accessories","Computers","North America","Bethesda","United States"
"11498","9/16/2022","512.19436307322","569","12","6146.3323568786","6828","681.66764312141","Online","European Spring Promotion","Litware Home Theater System 5.1 Channel M515 Brown","Litware, Inc.","Home Theater System","TV and Video","Europe","Stockport","United Kingdom"
"11497","7/17/2024","4.7527292551046","39.9","13","61.78548031636","512.715","450.92951968364","Online","Asian Holiday Promotion","Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold","Contoso, Ltd","Computers Accessories","Computers","Asia","Beijing","China"
"11496","11/23/2023","21.369287257143","129","20","427.38574514287","2580","2152.6142548571","Online","No Discount","A. Datum Compact Digital Camera M200 Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Syracuse","United States"
"11495","12/11/2021","9.40367554324","25","10","94.0367554324","250","155.9632445676","Online","No Discount","Contoso USB Cable M250 White","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","North America","Nantucket","United States"
"11494","11/12/2023","25.446705738936","599","9","229.02035165042","5271.2","5042.1796483496","Online","North America Spring Promotion","Adventure Works Laptop16 M1601 Red","Adventure Works","Laptops","Computers","North America","Lynn","United States"
"11493","8/6/2024","52.673631424497","121","8","421.38905139597","943.8","522.41094860403","Online","European Holiday Promotion","Proseware Scan Jet Digital Flat Bed Scanner M300 Grey","Proseware, Inc.","Printers, Scanners & Fax","Computers","Europe","Berlin","Germany"
"11492","4/29/2024","100.88729438921","159","12","1210.6475326705","1892.1","681.45246732953","Online","North America Back-to-School Promotion","Proseware Photo Ink Jet Printer M100 Black","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","Bethesda","United States"
"11491","2/9/2024","13.945951590603","35.99","12","167.35141908723","431.88","264.52858091277","Online","Asian Summer Promotion","Contoso Expandable 3-Handset Cordless Phone System M204 Grey","Contoso, Ltd","Home & Office Phones","Cell phones","Asia","Beijing","China"
"11490","11/15/2022","15.669259868161","24.99","240","3760.6223683587","5997.6","2236.9776316413","Catalog","European Spring Promotion","Cigarette Lighter Adapter for Contoso Phones E110 Red","Contoso, Ltd","Cell phones Accessories","Cell phones","Europe","Milan","Italy"
"11489","1/19/2022","383.80991022634","699","10","3838.0991022634","6990","3151.9008977366","Reseller","No Discount","Contoso Projector 720p M620 Silver","Contoso, Ltd","Projectors & Screens","Computers","North America","Hoboken","United States"
"11488","7/7/2023","141.69120635222","259.99","13","1841.9856825789","3262.8745","1420.8888174211","Phone","Asian Holiday Promotion","Contoso DVD 14-Inch Player Portable L100 White","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","Asia","Beijing","China"
"11487","6/16/2022","194.39407614214","500","8","1555.1526091371","3700","2144.8473908629","In-store","European Holiday Promotion","SV Car Video LCD7W M7080 Brown","Southridge Video","Car Video","TV and Video","Europe","Berne","Switzerland"
"11486","4/17/2022","141.60836175926","369","36","5097.9010233333","13136.4","8038.4989766667","Online","North America Back-to-School Promotion","Adventure Works Desktop PC1.80 ED180 Silver","Adventure Works","Desktops","Computers","North America","Orlando","United States"
"11485","2/11/2022","16.398675582627","293","10","163.98675582627","2930","2766.0132441737","Catalog","No Discount","The Phone Company Touch Screen Phones SAW/On-wall M806 Black","The Phone Company","Touch Screen Phones ","Cell phones","Europe","Cheshire","United Kingdom"
"11484","10/10/2022","363.59845437544","889","24","8726.3629050104","21149.31","12422.94709499","Reseller","European Spring Promotion","Contoso Home Theater System 7.1 Channel M1700 Silver","Contoso, Ltd","Home Theater System","TV and Video","Europe","Berlin","Germany"
"11483","9/26/2022","108.08657482836","499","9","972.77917345523","4416.15","3443.3708265448","Phone","North America Spring Promotion","Proseware Projector 480p DLP12 Black","Proseware, Inc.","Projectors & Screens","Computers","North America","Trenton","United States"
"11482","8/31/2022","230.37422086124","279","9","2073.3679877512","2483.1","409.73201224881","In-store","North America Spring Promotion","Proseware LCD20W M230 White","Proseware, Inc.","Monitors","Computers","North America","Stoughton","United States"
"11481","8/16/2021","20.296074497318","338","13","263.84896846514","4191.2","3927.3510315349","Online","Asian Holiday Promotion","A. Datum SLR Camera 35"" M358 Black","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","Asia","Tehran","Iran"
"11480","7/30/2024","43.2688532935","95.95","16","692.301652696","1477.63","785.328347304","Catalog","European Holiday Promotion","Contoso 4GB Portable MP3 Player M450 White","Contoso, Ltd","MP4&MP3","Audio","Europe","Berlin","Germany"
"11479","1/11/2022","0.75015801976773","11.9","5","3.7507900988387","59.5","55.749209901161","Reseller","No Discount","Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey","Contoso, Ltd","Computers Accessories","Computers","North America","Falmouth","United States"
"11478","1/23/2022","92.300643880702","129","5","461.50321940351","645","183.49678059649","Phone","No Discount","The Phone Company Smart phones without camera E100 White","The Phone Company","Smart phones & PDAs ","Cell phones","Europe","Paris","France"
"11477","9/22/2023","40.11130918675","47.44","9","361.00178268075","426.96","65.958217319247","In-store","North America Spring Promotion","Contoso Expandable1-Handset Cordless Phone System M207 White","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Attleboro","United States"
"11476","9/12/2021","93.911853949029","190","6","563.47112369417","1026","462.52887630583","Online","Asian Holiday Promotion","Contoso Screen 100in E010 White","Contoso, Ltd","Projectors & Screens","Computers","Asia","Singapore","Singapore"
"11475","2/17/2024","64.659510248501","595","6","387.95706149101","3570","3182.042938509","Catalog","No Discount","Contoso Telephoto Conversion Lens X400 Black","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","Asia","Yerevan","Armenia"
"11474","1/31/2024","19.833016046104","33.99","40","793.32064184415","1359.6","566.27935815585","Reseller","No Discount","SV 512MB Laptop memory E800 Black","Southridge Video","Computers Accessories","Computers","Europe","Berlin","Germany"
"11473","4/10/2023","9.2018503338179","13.89","12","110.42220400582","166.68","56.257795994185","Phone","North America Back-to-School Promotion","Contoso DVD 58 DVD Storage Binder M55 Red","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","North America","Alexandria","United States"
"11472","4/30/2022","4.4245617309102","21.57","4","17.698246923641","86.28","68.581753076359","In-store","European Back-to-Scholl Promotion","Contoso 2G MP3 Player E200 Red","Contoso, Ltd","MP4&MP3","Audio","Europe","Madrid","Spain"
"11471","4/13/2024","9.1271431150346","758","36","328.57715214125","26681.6","26353.022847859","Online","North America Back-to-School Promotion","Adventure Works Laptop15.4W M1548 White","Adventure Works","Laptops","Computers","North America","North Harford","United States"
"11470","9/25/2023","15.410986854543","999","9","138.69888169089","8841.15","8702.4511183091","Catalog","North America Spring Promotion","Contoso Projector 720p M621 Black","Contoso, Ltd","Projectors & Screens","Computers","North America","Hillsboro","United States"
"11469","10/20/2022","2.5306150820007","219","9","22.775535738007","1971","1948.224464262","Reseller","North America Spring Promotion","SV Car Video AM/FM E1001 Black","Southridge Video","Car Video","TV and Video","North America","Bethesda","United States"
"11468","7/20/2023","14.700696159931","121","13","191.1090500791","1548.8","1357.6909499209","Phone","North America Holiday Promotion","Proseware Scan Jet Digital Flat Bed Scanner M300 Green","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","Miami","United States"
"11467","2/23/2022","27.360078521759","368","12","328.32094226111","4379.2","4050.8790577389","In-store","North America Back-to-School Promotion","The Phone Company PDA GPS Phone 4.7 inch L950 Black","The Phone Company","Smart phones & PDAs ","Cell phones","North America","Desoto","United States"
"11466","9/24/2023","87.700553937041","188.5","18","1578.6099708667","3327.025","1748.4150291333","Online","North America Spring Promotion","A. Datum Advanced Digital Camera M300 Pink","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Seattle","United States"
"11465","9/26/2021","197.42610572255","334","9","1776.8349515029","2972.6","1195.7650484971","Online","North America Spring Promotion","Fabrikam SLR Camera M147 Silver","Fabrikam, Inc.","Digital SLR Cameras","Cameras and camcorders ","North America","Worcester","United States"
"11464","7/24/2024","129.7519003332","1600","8","1038.0152026656","12480","11441.984797334","Online","European Holiday Promotion","Fabrikam Independent Filmmaker 1'' 25mm X400 Black","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Europe","Berne","Switzerland"
"11463","11/30/2022","16.416451458419","35.99","10","164.16451458419","359.9","195.73548541581","Online","No Discount","Contoso Expandable 3-Handset Cordless Phone System M204 Black","Contoso, Ltd","Home & Office Phones","Cell phones","North America","New London","United States"
"11462","11/22/2021","1482.1017768373","2295","10","14821.017768373","22950","8128.9822316266","Online","No Discount","Contoso Projector 1080p X980 Silver","Contoso, Ltd","Projectors & Screens","Computers","North America","Vancouver","Canada"
"11461","7/11/2023","62.517829960668","178","13","812.73178948868","2278.4","1465.6682105113","Online","North America Holiday Promotion","Fabrikam Social Videographer 1/2"" 3mm E300 Blue","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","North America","Montreal","Canada"
"11460","6/24/2022","253.96815075121","269.95","36","9142.8534270437","9434.7525","291.89907295634","Online","Asian Holiday Promotion","Adventure Works Desktop PC1.60 ED160 Silver","Adventure Works","Desktops","Computers","Asia","Beijing","China"
"11459","5/6/2023","39.579712564885","95","12","474.95655077862","1111.5","636.54344922138","Online","North America Back-to-School Promotion","Contoso Telephoto Conversion Lens M350 White","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","North America","Provincetown","United States"
"11458","2/15/2024","23.850387309931","26.99","12","286.20464771918","315.783","29.578352280822","Online","North America Back-to-School Promotion","Contoso KSU-less key system M38 Black","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Bethesda","United States"
"11457","7/11/2024","21.57209947554","169","6","129.43259685324","1014","884.56740314676","In-store","North America Holiday Promotion","SV 22xDVD X680 Black","Southridge Video","VCD & DVD","TV and Video","North America","Houston","United States"
"11456","4/29/2024","64.272127940109","209","9","578.44915146098","1818.3","1239.850848539","In-store","European Back-to-Scholl Promotion","Proseware High Speed Laser M2000 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","Europe","Edinburgh","United Kingdom"
"11455","1/29/2022","27.771537928726","2295","10","277.71537928726","22950","22672.284620713","In-store","No Discount","Proseware Projector 1080p LCD86 White","Proseware, Inc.","Projectors & Screens","Computers","North America","Cle Elum","United States"
"11454","1/5/2022","304.00080929683","319","20","6080.0161859365","6380","299.98381406347","In-store","No Discount","SV Car Video TFT7 M7002 Silver","Southridge Video","Car Video","TV and Video","North America","North Harford","United States"
"11453","11/21/2021","236.80229418954","343","10","2368.0229418954","3430","1061.9770581046","In-store","No Discount","Contoso SLR Camera M145 Blue","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","North America","Leominster","United States"
"11452","9/14/2023","137.74236734932","566","13","1790.6507755411","7018.4","5227.7492244589","In-store","Asian Holiday Promotion","Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Asia","Hong Kong","China"
"11451","11/2/2021","65.621027469771","196.9","18","1181.1784944559","3494.975","2313.7965055441","In-store","North America Spring Promotion","A. Datum SLR-like Digital Camera M400 Black","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Seattle","United States"
"11450","10/2/2021","215.25791534763","568","24","5166.189968343","13592.24","8426.050031657","In-store","European Spring Promotion","Contoso SLR Camera 35"" X358 Silver Grey","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","Europe","Berlin","Germany"
"11449","5/6/2024","336.17519498908","549","9","3025.5767549018","4721.4","1695.8232450982","In-store","European Back-to-Scholl Promotion","Litware Home Theater System 4.1 Channel M413 Brown","Litware, Inc.","Home Theater System","TV and Video","Europe","Paris","France"
"11448","10/1/2022","5.4714881879474","869","9","49.243393691526","7777.55","7728.3066063085","Reseller","North America Spring Promotion","SV Car Video LCD9.2W X9281 Black","Southridge Video","Car Video","TV and Video","North America","Wheat Ridge","United States"
